,date,0_4,5_12,13_17,18_49,50_64,65+
0,08/07/2022,0.0,0.0,0.0,0.0,0.0,0.0
1,08/08/2022,0.0,0.0,0.0,0.0,0.0,0.0
2,08/09/2022,0.0,0.0,0.0,0.0,0.0,0.0
3,08/10/2022,0.0,0.0,0.0,0.0,0.0,0.0
4,08/11/2022,94.24819122515576,0.0,353.83597632664294,340.94462765534365,0.0,0.0
5,08/12/2022,188.49638245031153,0.0,707.6719526532859,681.8892553106873,0.0,0.0
6,08/13/2022,282.7445736754673,0.0,1061.5079289799287,1022.833882966031,0.0,0.0
7,08/14/2022,376.99276490062306,0.0,1415.3439053065717,1363.7785106213746,0.0,0.0
8,08/15/2022,471.2409561257788,0.0,1769.1798816332148,1704.7231382767186,0.0,0.0
9,08/16/2022,565.4891473509346,0.0,2123.0158579598574,2045.667765932062,0.0,0.0
10,08/17/2022,659.7373385760903,0.0,2476.8518342865004,2386.6123935874057,0.0,0.0
11,08/18/2022,1051.3245633230924,224.7019346953759,2225.952530929967,2621.5536406045094,0.0,0.0
12,08/19/2022,1442.9117880700946,449.4038693907518,1975.0532275734345,2856.494887621613,0.0,0.0
13,08/20/2022,1834.4990128170969,674.1058040861276,1724.1539242169013,3091.4361346387172,0.0,0.0
14,08/21/2022,2226.086237564099,898.8077387815036,1473.2546208603683,3326.3773816558214,0.0,0.0
15,08/22/2022,2617.673462311101,1123.5096734768795,1222.355317503835,3561.318628672925,0.0,0.0
16,08/23/2022,3009.2606870581035,1348.2116081722552,971.456014147302,3796.2598756900293,0.0,0.0
17,08/24/2022,3400.8479118051055,1572.9135428676313,720.5567107907689,4031.2011227071325,0.0,0.0
18,08/25/2022,3461.1921727665836,2174.0587019512186,851.5910722205098,4916.606976672573,439.4299862059548,298.0395663978426
19,08/26/2022,3521.536433728061,2775.2038610348063,982.6254336502506,5802.012830638014,878.8599724119096,596.0791327956852
20,08/27/2022,3581.8806946895393,3376.3490201183936,1113.6597950799912,6687.4186846034545,1318.2899586178644,894.1186991935277
21,08/28/2022,3642.2249556510174,3977.4941792019813,1244.6941565097325,7572.824538568895,1757.719944823819,1192.1582655913703
22,08/29/2022,3702.569216612495,4578.639338285569,1375.728517939473,8458.230392534335,2197.149931029774,1490.197831989213
23,08/30/2022,3762.913477573973,5179.784497369155,1506.7628793692138,9343.636246499776,2636.5799172357288,1788.2373983870555
24,08/31/2022,3823.257738535451,5780.929656452743,1637.7972407989548,10229.042100465216,3076.0099034416835,2086.276964784898
25,09/01/2022,3879.2697182471566,5879.584544035364,1752.1284218642024,10999.782096851028,4484.7139188073825,3110.3665269436783
26,09/02/2022,3935.281697958863,5978.239431617982,1866.4596029294496,11770.522093236843,5893.417934173082,4134.456089102458
27,09/03/2022,3991.293677670568,6076.894319200603,1980.7907839946968,12541.262089622658,7302.121949538782,5158.545651261237
28,09/04/2022,4047.3056573822737,6175.549206783223,2095.121965059944,13312.002086008475,8710.825964904481,6182.635213420017
29,09/05/2022,4103.317637093979,6274.204094365843,2209.453146125192,14082.742082394287,10119.52998027018,7206.724775578798
30,09/06/2022,4159.329616805684,6372.858981948463,2323.784327190439,14853.4820787801,11528.233995635881,8230.814337737578
31,09/07/2022,4215.34159651739,6471.5138695310825,2438.115508255686,15624.222075165913,12936.938011001579,9254.903899896357
32,09/08/2022,4267.02129497933,6561.836074103386,2535.7435089564433,16280.296213972104,13206.778902554908,9618.134736979227
33,09/09/2022,4318.700993441271,6652.158278675689,2633.3715096572014,16936.370352778296,13476.619794108236,9981.365574062096
34,09/10/2022,4370.380691903212,6742.480483247993,2730.9995103579595,17592.44449158449,13746.460685661563,10344.596411144968
35,09/11/2022,4422.060390365153,6832.802687820295,2828.6275110587176,18248.51863039068,14016.301577214892,10707.827248227839
36,09/12/2022,4473.740088827094,6923.124892392599,2926.2555117594748,18904.59276919687,14286.142468768217,11071.058085310708
37,09/13/2022,4525.4197872890345,7013.447096964901,3023.8835124602324,19560.666908003066,14555.983360321547,11434.288922393578
38,09/14/2022,4577.099485750975,7103.769301537205,3121.5115131609905,20216.741046809257,14825.824251874874,11797.519759476449
39,09/15/2022,4624.446902963131,7185.758823099193,3202.4363334972504,20758.149328035783,15063.089971689498,12099.17189985928
40,09/16/2022,4671.794320175287,7267.748344661182,3283.361153833511,21299.55760926231,15300.355691504126,12400.824040242112
41,09/17/2022,4719.141737387443,7349.73786622317,3364.2859741697707,21840.965890488835,15537.621411318754,12702.476180624944
42,09/18/2022,4766.489154599599,7431.7273877851585,3445.2107945060307,22382.374171715368,15774.88713113338,13004.128321007775
43,09/19/2022,4813.836571811755,7513.716909347147,3526.135614842291,22923.782452941887,16012.152850948009,13305.780461390608
44,09/20/2022,4861.183989023911,7595.7064309091365,3607.060435178551,23465.19073416842,16249.418570762633,13607.43260177344
45,09/21/2022,4908.531406236066,7677.695952471124,3687.985255514811,24006.599015394942,16486.68429057726,13909.08474215627
46,09/22/2022,4951.5465421984545,7751.352791022795,3752.206895486587,24433.34143904187,16691.374838653177,14149.158185838967
47,09/23/2022,4994.561678160843,7825.009629574465,3816.428535458363,24860.083862688803,16896.065386729093,14389.231629521664
48,09/24/2022,5037.576814123233,7898.666468126135,3880.65017543014,25286.826286335727,17100.75593480501,14629.305073204361
49,09/25/2022,5080.591950085621,7972.3233066778075,3944.871815401917,25713.568709982657,17305.446482880925,14869.378516887056
50,09/26/2022,5123.60708604801,8045.980145229479,4009.0934553736924,26140.311133629588,17510.137030956845,15109.451960569751
51,09/27/2022,5166.622222010398,8119.636983781148,4073.3150953454697,26567.05355727651,17714.82757903276,15349.52540425245
52,09/28/2022,5209.637357972788,8193.29382233282,4137.536735317245,26993.79598092344,17919.518127108677,15589.598847935147
53,09/29/2022,5273.290603475042,8319.13050674367,4235.135961168158,27637.087307574824,18247.661910529696,15999.642675568262
54,09/30/2022,5336.9438489772965,8444.96719115452,4332.735187019072,28280.378634226206,18575.805693950715,16409.686503201374
55,10/01/2022,5400.597094479551,8570.803875565369,4430.334412869985,28923.669960877593,18903.949477371734,16819.73033083449
56,10/02/2022,5464.250339981806,8696.640559976218,4527.933638720898,29566.96128752897,19232.093260792757,17229.7741584676
57,10/03/2022,5527.90358548406,8822.477244387068,4625.532864571811,30210.252614180354,19560.237044213776,17639.817986100716
58,10/04/2022,5591.556830986314,8948.313928797917,4723.132090422724,30853.543940831736,19888.380827634795,18049.861813733827
59,10/05/2022,5655.210076488568,9074.150613208767,4820.731316273637,31496.83526748312,20216.524611055815,18459.905641366942
60,10/06/2022,5787.426933886997,9364.345291941205,5062.491367906404,33097.03290542765,20977.657766401542,19523.49573688251
61,10/07/2022,5919.643791285424,9654.539970673639,5304.251419539171,34697.23054337219,21738.790921747273,20587.08583239808
62,10/08/2022,6051.8606486838535,9944.734649406077,5546.011471171938,36297.42818131673,22499.924077093,21650.675927913653
63,10/09/2022,6184.077506082281,10234.92932813851,5787.771522804706,37897.62581926127,23261.057232438736,22714.266023429223
64,10/10/2022,6316.29436348071,10525.124006870949,6029.531574437473,39497.82345720581,24022.190387784463,23777.85611894479
65,10/11/2022,6448.511220879138,10815.318685603386,6271.2916260702395,41098.021095150354,24783.32354313019,24841.446214460364
66,10/12/2022,6580.728078277567,11105.513364335822,6513.051677703007,42698.218733094895,25544.456698475922,25905.036309975934
67,10/13/2022,6626.014022162237,11177.873536422265,6606.986379946537,43334.648690312155,25780.617081381908,26233.363909407613
68,10/14/2022,6671.299966046909,11250.233708508707,6700.921082190068,43971.0786475294,26016.777464287905,26561.691508839293
69,10/15/2022,6716.5859099315785,11322.59388059515,6794.855784433597,44607.50860474666,26252.93784719389,26890.01910827097
70,10/16/2022,6761.871853816249,11394.95405268159,6888.790486677127,45243.93856196391,26489.09823009988,27218.346707702654
71,10/17/2022,6807.15779770092,11467.314224768035,6982.725188920658,45880.36851918116,26725.25861300587,27546.674307134334
72,10/18/2022,6852.443741585591,11539.674396854476,7076.659891164189,46516.79847639841,26961.418995911863,27875.001906566013
73,10/19/2022,6897.729685470261,11612.034568940919,7170.594593407718,47153.228433615666,27197.579378817853,28203.32950599769
74,10/20/2022,6838.986940166804,11424.831196225226,7083.503222617201,46606.88524540328,26802.680055151304,27640.76098335599
75,10/21/2022,6780.244194863347,11237.627823509538,6996.411851826683,46060.5420571909,26407.78073148475,27078.192460714294
76,10/22/2022,6721.50144955989,11050.424450793846,6909.320481036166,45514.19886897851,26012.881407818197,26515.623938072593
77,10/23/2022,6662.758704256433,10863.221078078157,6822.229110245649,44967.85568076612,25617.98208415165,25953.055415430892
78,10/24/2022,6604.015958952975,10676.017705362467,6735.137739455131,44421.51249255374,25223.082760485093,25390.48689278919
79,10/25/2022,6545.273213649519,10488.814332646776,6648.046368664613,43875.169304341354,24828.18343681854,24827.918370147487
80,10/26/2022,6486.530468346062,10301.610959931086,6560.954997874096,43328.82611612896,24433.28411315199,24265.349847505786
81,10/27/2022,6326.733101688675,9860.570791359,6296.671323598606,41624.67703539961,23422.148898731368,22831.615166760734
82,10/28/2022,6166.935735031287,9419.530622786913,6032.3876493231155,39920.52795467026,22411.01368431075,21397.880486015678
83,10/29/2022,6007.1383683738995,8978.490454214827,5768.103975047626,38216.3788739409,21399.878469890133,19964.14580527063
84,10/30/2022,5847.341001716512,8537.45028564274,5503.820300772136,36512.22979321155,20388.74325546951,18530.411124525577
85,10/31/2022,5687.543635059126,8096.4101170706535,5239.536626496645,34808.08071248219,19377.60804104889,17096.676443780525
86,11/01/2022,5527.746268401738,7655.369948498567,4975.252952221155,33103.931631752836,18366.472826628273,15662.941763035475
87,11/02/2022,5367.948901744351,7214.329779926482,4710.969277945665,31399.78255102348,17355.33761220765,14229.207082290422
88,11/03/2022,5293.029877633188,6920.4588525465415,4536.755766024839,30276.469664821085,16735.188825842644,13317.282853278746
89,11/04/2022,5218.1108535220255,6626.587925166604,4362.542254104013,29153.15677861869,16115.04003947764,12405.35862426707
90,11/05/2022,5143.191829410862,6332.716997786665,4188.3287421831865,28029.84389241629,15494.891253112637,11493.434395255392
91,11/06/2022,5068.272805299699,6038.846070406725,4014.1152302623614,26906.531006213892,14874.74246674763,10581.510166243714
92,11/07/2022,4993.353781188537,5744.975143026784,3839.901718341535,25783.21812001149,14254.593680382624,9669.58593723204
93,11/08/2022,4918.434757077373,5451.104215646846,3665.688206420709,24659.905233809095,13634.444894017619,8757.661708220363
94,11/09/2022,4843.515732966211,5157.233288266906,3491.474694499883,23536.592347606696,13014.296107652614,7845.737479208687
95,11/10/2022,4801.824065023201,5041.359963728608,3424.359619053518,23099.274036094466,12771.599505803877,7596.447754194508
96,11/11/2022,4760.132397080191,4925.486639190311,3357.244543607154,22661.955724582236,12528.902903955139,7347.158029180328
97,11/12/2022,4718.440729137182,4809.6133146520115,3290.1294681607897,22224.63741307001,12286.2063021064,7097.86830416615
98,11/13/2022,4676.749061194172,4693.739990113714,3223.0143927144254,21787.31910155778,12043.509700257666,6848.57857915197
99,11/14/2022,4635.0573932511625,4577.866665575416,3155.8993172680603,21350.00079004555,11800.813098408928,6599.2888541377915
100,11/15/2022,4593.365725308153,4461.993341037119,3088.7842418216965,20912.682478533323,11558.116496560191,6349.999129123611
101,11/16/2022,4551.674057365143,4346.12001649882,3021.6691663753318,20475.36416702109,11315.419894711455,6100.7094041094315
102,11/17/2022,4440.355806348625,4234.3694516752785,2944.58223839306,19960.560713542753,10982.776878376075,5921.438539215109
103,11/18/2022,4329.037555332107,4122.618886851737,2867.495310410788,19445.757260064423,10650.133862040699,5742.167674320785
104,11/19/2022,4217.7193043155885,4010.868322028195,2790.4083824285162,18930.95380658609,10317.49084570532,5562.896809426463
105,11/20/2022,4106.401053299071,3899.117757204654,2713.321454446245,18416.150353107758,9984.847829369943,5383.625944532139
106,11/21/2022,3995.0828022825526,3787.367192381112,2636.2345264639725,17901.346899629425,9652.204813034565,5204.355079637817
107,11/22/2022,3883.764551266035,3675.6166275575706,2559.1475984817007,17386.543446151092,9319.561796699187,5025.084214743494
108,11/23/2022,3772.4463002495168,3563.8660627340287,2482.060670499429,16871.73999267276,8986.918780363809,4845.813349849171
109,11/24/2022,3591.501466159469,3456.2382576251835,2395.001889981289,16279.451397228657,8564.329349541777,4736.561345074857
110,11/25/2022,3410.5566320694224,3348.6104525163373,2307.943109463148,15687.162801784554,8141.7399187197425,4627.309340300543
111,11/26/2022,3229.611797979375,3240.982647407492,2220.884328945008,15094.874206340452,7719.150487897708,4518.05733552623
112,11/27/2022,3048.6669638893277,3133.3548422986464,2133.8255484268675,14502.58561089635,7296.561057075675,4408.805330751917
113,11/28/2022,2867.72212979928,3025.7270371898003,2046.766767908728,13910.297015452246,6873.971626253643,4299.553325977603
114,11/29/2022,2686.7772957092334,2918.099232080954,1959.7079873905877,13318.008420008142,6451.38219543161,4190.301321203289
115,11/30/2022,2505.832461619186,2810.471426972109,1872.6492068724474,12725.719824564041,6028.792764609576,4081.049316428976
116,12/01/2022,2340.0766167545535,2722.836410829409,1797.8424003776513,12179.849395008321,5668.2481559054,4021.272008361235
117,12/02/2022,2174.3207718899216,2635.2013946867096,1723.0355938828554,11633.978965452603,5307.703547201228,3961.4947002934937
118,12/03/2022,2008.5649270252893,2547.56637854401,1648.2287873880593,11088.108535896885,4947.158938497052,3901.717392225752
119,12/04/2022,1842.809082160657,2459.931362401311,1573.421980893263,10542.238106341165,4586.6143297928775,3841.9400841580114
120,12/05/2022,1677.0532372960247,2372.2963462586117,1498.6151743984667,9996.367676785449,4226.069721088702,3782.16277609027
121,12/06/2022,1511.297392431393,2284.661330115912,1423.8083679036708,9450.49724722973,3865.5251123845273,3722.3854680225286
122,12/07/2022,1345.5415475667605,2197.0263139732124,1349.0015614088747,8904.626817674012,3504.9805036803527,3662.6081599547874
123,12/08/2022,1300.2803989684633,2144.904737085893,1312.8785548922006,8614.58773371073,3384.6827558938917,3598.9981433604066
124,12/09/2022,1255.019250370166,2092.783160198574,1276.7555483755264,8324.54864974745,3264.3850081074306,3535.3881267660263
125,12/10/2022,1209.758101771869,2040.6615833112548,1240.6325418588522,8034.509565784169,3144.0872603209696,3471.778110171646
126,12/11/2022,1164.496953173572,1988.5400064239357,1204.509535342178,7744.470481820888,3023.789512534509,3408.168093577265
127,12/12/2022,1119.2358045752746,1936.4184295366167,1168.3865288255038,7454.431397857607,2903.4917647480474,3344.5580769828853
128,12/13/2022,1073.9746559769776,1884.2968526492975,1132.2635223088296,7164.392313894327,2783.194016961587,3280.9480603885045
129,12/14/2022,1028.7135073786803,1832.1752757619784,1096.1405157921554,6874.353229931046,2662.8962691751253,3217.338043794124
130,12/15/2022,996.6371436384364,1792.418715316491,1069.7315866067615,6724.159403163564,2582.833864975619,3155.4903986580543
131,12/16/2022,964.5607798981928,1752.6621548710032,1043.3226574213675,6573.965576396083,2502.771460776112,3093.642753521984
132,12/17/2022,932.4844161579489,1712.9055944255158,1016.9137282359738,6423.7717496285995,2422.709056576605,3031.795108385913
133,12/18/2022,900.4080524177051,1673.1490339800282,990.5047990505799,6273.577922861117,2342.646652377098,2969.947463249843
134,12/19/2022,868.3316886774612,1633.3924735345408,964.0958698651862,6123.384096093634,2262.5842481775912,2908.099818113773
135,12/20/2022,836.2553249372174,1593.6359130890532,937.6869406797922,5973.190269326152,2182.5218439780842,2846.2521729777027
136,12/21/2022,804.1789611969737,1553.8793526435657,911.2780114943982,5822.9964425586695,2102.4594397785772,2784.4045278416324
137,12/22/2022,783.2059859353467,1526.0736005097283,894.0309116754438,5809.936109796145,2058.8402972293115,2724.6589157538688
138,12/23/2022,762.2330106737196,1498.2678483758916,876.7838118564894,5796.87577703362,2015.2211546800459,2664.9133036661046
139,12/24/2022,741.2600354120925,1470.4620962420545,859.5367120375348,5783.815444271096,1971.6020121307804,2605.1676915783405
140,12/25/2022,720.2870601504655,1442.6563441082176,842.2896122185803,5770.75511150857,1927.9828695815143,2545.4220794905773
141,12/26/2022,699.3140848888386,1414.8505919743804,825.0425123996257,5757.694778746046,1884.3637270322486,2485.676467402813
142,12/27/2022,678.3411096272114,1387.0448398405433,807.7954125806714,5744.63444598352,1840.744584482983,2425.930855315049
143,12/28/2022,657.3681343655844,1359.2390877067066,790.5483127617168,5731.574113220996,1797.1254419337172,2366.1852432272854
144,12/29/2022,645.7352650905804,1343.9990548932356,781.8826727614351,5842.756504516798,1787.9895938047496,2306.0650976081106
145,12/30/2022,634.1023958155763,1328.7590220797645,773.2170327611534,5953.938895812601,1778.8537456757817,2245.944951988936
146,12/31/2022,622.469526540572,1313.5189892662931,764.5513927608716,6065.121287108403,1769.717897546814,2185.824806369761
147,01/01/2023,610.836657265568,1298.278956452822,755.8857527605901,6176.303678404206,1760.582049417846,2125.7046607505868
148,01/02/2023,599.2037879905638,1283.038923639351,747.2201127603083,6287.486069700009,1751.4462012888785,2065.5845151314115
149,01/03/2023,587.5709187155597,1267.7988908258799,738.5544727600266,6398.668460995811,1742.3103531599104,2005.4643695122375
150,01/04/2023,575.9380494405556,1252.5588580124086,729.8888327597449,6509.850852291614,1733.1745050309428,1945.3442238930625
151,01/05/2023,560.2546069546604,1246.2694887728476,722.1031238388812,6586.132720757901,1726.8486809149729,1879.953041514219
